#Stat  Phase QA  err     wgt    traveltime   Picktime                  dist     azi    evID          elon     elat      slon      slat
LA24   P      2  0.10000 0.25000    1.470 2019-04-03T10:01:16.210000Z    1.58 269.2 KP201904031001        -21.3532  64.0088  -21.3854  64.0086
JA25   P      2  0.10000 0.25000    2.180 2019-04-03T10:01:16.920000Z    3.56   7.8 KP201904031001        -21.3532  64.0088  -21.3433  64.0404
TH21   P      2  0.10000 0.25000    2.260 2019-04-03T10:01:17.000000Z    3.52 345.0 KP201904031001        -21.3532  64.0088  -21.3718  64.0393
LSKA   P      2  0.10000 0.25000    2.170 2019-04-03T10:01:16.910000Z    3.83  43.1 KP201904031001        -21.3532  64.0088  -21.2996  64.0339
GR43   P      2  0.10000 0.25000    1.910 2019-04-03T10:01:16.650000Z    3.23 279.8 KP201904031001        -21.3532  64.0088  -21.4182  64.0137
HUML   P      2  0.10000 0.25000    2.590 2019-04-03T10:01:17.330000Z    5.20 335.7 KP201904031001        -21.3532  64.0088  -21.3971  64.0513
NU27   P      2  0.10000 0.25000    2.750 2019-04-03T10:01:17.490000Z    5.06  98.8 KP201904031001        -21.3532  64.0088  -21.2510  64.0018
ME05   P      3  0.20000 0.12500    2.310 2019-04-03T10:01:17.050000Z    4.23 232.3 KP201904031001        -21.3532  64.0088  -21.4216  63.9856
TH04   P      2  0.10000 0.25000    2.940 2019-04-03T10:01:17.680000Z    5.71 115.2 KP201904031001        -21.3532  64.0088  -21.2477  63.9870
TH07   P      2  0.10000 0.25000    2.960 2019-04-03T10:01:17.700000Z    6.40 345.5 KP201904031001        -21.3532  64.0088  -21.3861  64.0644
INNS   P      2  0.10000 0.25000    3.200 2019-04-03T10:01:17.940000Z    6.83  11.2 KP201904031001        -21.3532  64.0088  -21.3260  64.0689
BL22   P      2  0.10000 0.25000    3.330 2019-04-03T10:01:18.070000Z    6.96 300.8 KP201904031001        -21.3532  64.0088  -21.4756  64.0407
LA08   P      3  0.20000 0.12500    3.070 2019-04-03T10:01:17.810000Z    6.43 265.9 KP201904031001        -21.3532  64.0088  -21.4842  64.0046
OL26   P      3  0.20000 0.12500    3.240 2019-04-03T10:01:17.980000Z    7.70  38.4 KP201904031001        -21.3532  64.0088  -21.2551  64.0629
KRIS   P      2  0.10000 0.25000    3.580 2019-04-03T10:01:18.320000Z    7.45 283.3 KP201904031001        -21.3532  64.0088  -21.5015  64.0241
EDA_   P      4  0.40000 0.06250    3.340 2019-04-03T10:01:18.080000Z    8.41 348.0 KP201904031001        -21.3532  64.0088  -21.3891  64.0826
BJA_   P      2  0.10000 0.25000    3.470 2019-04-03T10:01:18.210000Z    7.44 160.5 KP201904031001        -21.3532  64.0088  -21.3026  63.9459
KA01   P      3  0.20000 0.12500    3.590 2019-04-03T10:01:18.330000Z    7.91 202.0 KP201904031001        -21.3532  64.0088  -21.4136  63.9430
GA02   P      2  0.10000 0.25000    3.870 2019-04-03T10:01:18.610000Z    9.62 355.3 KP201904031001        -21.3532  64.0088  -21.3695  64.0948
VA41   P      3  0.20000 0.12500    3.980 2019-04-03T10:01:18.720000Z    9.66 324.4 KP201904031001        -21.3532  64.0088  -21.4685  64.0792
KOLD   P      3  0.20000 0.12500    3.890 2019-04-03T10:01:18.630000Z    9.94  24.1 KP201904031001        -21.3532  64.0088  -21.2700  64.0902
FA44   P      2  0.10000 0.25000    4.360 2019-04-03T10:01:19.100000Z   11.09  21.4 KP201904031001        -21.3532  64.0088  -21.2701  64.1014
SKEG   P      3  0.20000 0.12500    4.540 2019-04-03T10:01:19.280000Z   11.36  13.5 KP201904031001        -21.3532  64.0088  -21.2988  64.1079
SAN_   P      4  0.40000 0.06250    4.760 2019-04-03T10:01:19.500000Z   11.83 296.5 KP201904031001        -21.3532  64.0088  -21.5701  64.0560
GRAF   P      3  0.20000 0.12500    5.220 2019-04-03T10:01:19.960000Z   14.08  18.4 KP201904031001        -21.3532  64.0088  -21.2617  64.1286
LH40   P      3  0.20000 0.12500    5.450 2019-04-03T10:01:20.190000Z   14.98  83.3 KP201904031001        -21.3532  64.0088  -21.0489  64.0241
SOL_   P      2  0.10000 0.25000    7.500 2019-04-03T10:01:22.240000Z   21.95 113.7 KP201904031001        -21.3532  64.0088  -20.9436  63.9290
KAS_   P      3  0.20000 0.12500    8.750 2019-04-03T10:01:23.490000Z   24.44 273.9 KP201904031001        -21.3532  64.0088  -21.8520  64.0229
VOS_   P      2  0.10000 0.25000    8.470 2019-04-03T10:01:23.210000Z   24.45 224.8 KP201904031001        -21.3532  64.0088  -21.7036  63.8528
GELA   P      3  0.20000 0.12500    8.760 2019-04-03T10:01:23.500000Z   27.12 309.5 KP201904031001        -21.3532  64.0088  -21.7835  64.1628
NIDU   P      4  0.40000 0.06250    8.730 2019-04-03T10:01:23.470000Z   27.68 312.8 KP201904031001        -21.3532  64.0088  -21.7710  64.1769
SKOL   P      3  0.20000 0.12500    9.430 2019-04-03T10:01:24.170000Z   28.94 305.6 KP201904031001        -21.3532  64.0088  -21.8369  64.1591
VIDE   P      2  0.10000 0.25000    9.710 2019-04-03T10:01:24.450000Z   31.11 306.1 KP201904031001        -21.3532  64.0088  -21.8702  64.1722
BRIM   P      2  0.10000 0.25000    9.790 2019-04-03T10:01:24.530000Z   31.99 314.6 KP201904031001        -21.3532  64.0088  -21.8224  64.2095
BIT6   P      3  0.20000 0.12500    1.940 2019-04-05T20:17:19.930000Z    1.34 270.5 KP201904052017        -21.2394  64.0487  -21.2669  64.0488
OL26   P      1  0.05000 0.50000    1.880 2019-04-05T20:17:19.870000Z    1.76 334.2 KP201904052017        -21.2394  64.0487  -21.2551  64.0629
LSKA   P      2  0.10000 0.25000    2.240 2019-04-05T20:17:20.230000Z    3.37 240.7 KP201904052017        -21.2394  64.0487  -21.2996  64.0339
INNS   P      2  0.10000 0.25000    2.600 2019-04-05T20:17:20.590000Z    4.79 298.1 KP201904052017        -21.2394  64.0487  -21.3260  64.0689
KOLD   P      2  0.10000 0.25000    2.590 2019-04-05T20:17:20.580000Z    4.86 342.1 KP201904052017        -21.2394  64.0487  -21.2700  64.0902
UR20   P      3  0.20000 0.12500    2.710 2019-04-05T20:17:20.700000Z    4.85 221.9 KP201904052017        -21.2394  64.0487  -21.3057  64.0163
NU27   P      3  0.20000 0.12500    2.860 2019-04-05T20:17:20.850000Z    5.26 186.2 KP201904052017        -21.2394  64.0487  -21.2510  64.0018
JA25   P      2  0.10000 0.25000    2.700 2019-04-05T20:17:20.690000Z    5.16 259.7 KP201904052017        -21.2394  64.0487  -21.3433  64.0404
FA44   P      1  0.05000 0.50000    2.870 2019-04-05T20:17:20.860000Z    6.06 345.7 KP201904052017        -21.2394  64.0487  -21.2701  64.1014
TH21   P      2  0.10000 0.25000    3.210 2019-04-05T20:17:21.200000Z    6.55 260.9 KP201904052017        -21.2394  64.0487  -21.3718  64.0393
TH04   P      2  0.10000 0.25000    3.210 2019-04-05T20:17:21.200000Z    6.89 183.4 KP201904052017        -21.2394  64.0487  -21.2477  63.9870
RE09   P      2  0.10000 0.25000    3.290 2019-04-05T20:17:21.280000Z    7.15 248.1 KP201904052017        -21.2394  64.0487  -21.3750  64.0247
TH07   P      2  0.10000 0.25000    3.230 2019-04-05T20:17:21.220000Z    7.37 283.8 KP201904052017        -21.2394  64.0487  -21.3861  64.0644
HUML   P      2  0.10000 0.25000    3.310 2019-04-05T20:17:21.300000Z    7.71 272.2 KP201904052017        -21.2394  64.0487  -21.3971  64.0513
EDA_   P      2  0.10000 0.25000    3.360 2019-04-05T20:17:21.350000Z    8.23 297.4 KP201904052017        -21.2394  64.0487  -21.3891  64.0826
LA24   P      2  0.10000 0.25000    3.500 2019-04-05T20:17:21.490000Z    8.42 238.0 KP201904052017        -21.2394  64.0487  -21.3854  64.0086
LH40   P      1  0.05000 0.50000    3.880 2019-04-05T20:17:21.870000Z    9.70 106.3 KP201904052017        -21.2394  64.0487  -21.0489  64.0241
GR43   P      3  0.20000 0.12500    3.730 2019-04-05T20:17:21.720000Z    9.57 246.0 KP201904052017        -21.2394  64.0487  -21.4182  64.0137
SVIN   P      1  0.05000 0.50000    4.080 2019-04-05T20:17:22.070000Z   10.32 274.7 KP201904052017        -21.2394  64.0487  -21.4500  64.0562
ME05   P      2  0.10000 0.25000    4.280 2019-04-05T20:17:22.270000Z   11.35 231.8 KP201904052017        -21.2394  64.0487  -21.4216  63.9856
VA41   P      2  0.10000 0.25000    4.410 2019-04-05T20:17:22.400000Z   11.69 287.0 KP201904052017        -21.2394  64.0487  -21.4685  64.0792
BL22   P      3  0.20000 0.12500    4.550 2019-04-05T20:17:22.540000Z   11.57 265.7 KP201904052017        -21.2394  64.0487  -21.4756  64.0407
SAN_   P      2  0.10000 0.25000    5.720 2019-04-05T20:17:23.710000Z   16.17 273.0 KP201904052017        -21.2394  64.0487  -21.5701  64.0560
KAS_   P      4  0.40000 0.06250    9.840 2019-04-05T20:17:27.830000Z   30.07 264.8 KP201904052017        -21.2394  64.0487  -21.8520  64.0229
GELV   P      4  0.40000 0.06250    9.160 2019-04-05T20:17:27.150000Z   30.73 297.1 KP201904052017        -21.2394  64.0487  -21.8018  64.1734
SKOL   P      3  0.20000 0.12500    9.780 2019-04-05T20:17:27.770000Z   31.62 293.2 KP201904052017        -21.2394  64.0487  -21.8369  64.1591
VOS_   P      3  0.20000 0.12500   10.150 2019-04-05T20:17:28.140000Z   31.54 226.4 KP201904052017        -21.2394  64.0487  -21.7036  63.8528
BRIM   P      3  0.20000 0.12500    9.830 2019-04-05T20:17:27.820000Z   33.58 302.5 KP201904052017        -21.2394  64.0487  -21.8224  64.2095
VIDE   P      3  0.20000 0.12500   10.030 2019-04-05T20:17:28.020000Z   33.69 294.4 KP201904052017        -21.2394  64.0487  -21.8702  64.1722
BIT6   P      1  0.05000 0.50000    1.870 2019-04-06T15:50:34.030000Z    1.37 271.4 KP201904061550        -21.2388  64.0485  -21.2669  64.0488
OL26   P      1  0.05000 0.50000    1.860 2019-04-06T15:50:34.020000Z    1.79 333.6 KP201904061550        -21.2388  64.0485  -21.2551  64.0629
LSKA   P      2  0.10000 0.25000    2.290 2019-04-06T15:50:34.450000Z    3.39 241.3 KP201904061550        -21.2388  64.0485  -21.2996  64.0339
SK10   P      2  0.10000 0.25000    2.500 2019-04-06T15:50:34.660000Z    3.69 268.1 KP201904061550        -21.2388  64.0485  -21.3142  64.0474
INNS   P      1  0.05000 0.50000    2.590 2019-04-06T15:50:34.750000Z    4.83 298.1 KP201904061550        -21.2388  64.0485  -21.3260  64.0689
KOLD   P      2  0.10000 0.25000    2.580 2019-04-06T15:50:34.740000Z    4.89 341.9 KP201904061550        -21.2388  64.0485  -21.2700  64.0902
JA25   P      2  0.10000 0.25000    2.670 2019-04-06T15:50:34.830000Z    5.18 260.0 KP201904061550        -21.2388  64.0485  -21.3433  64.0404
OH23   P      2  0.10000 0.25000    2.910 2019-04-06T15:50:35.070000Z    5.91 244.9 KP201904061550        -21.2388  64.0485  -21.3483  64.0260
FA44   P      2  0.10000 0.25000    2.800 2019-04-06T15:50:34.960000Z    6.09 345.5 KP201904061550        -21.2388  64.0485  -21.2701  64.1014
HVH_   P      3  0.20000 0.12500    3.220 2019-04-06T15:50:35.380000Z    6.40 227.6 KP201904061550        -21.2388  64.0485  -21.3354  64.0097
TH21   P      3  0.20000 0.12500    3.230 2019-04-06T15:50:35.390000Z    6.58 261.1 KP201904061550        -21.2388  64.0485  -21.3718  64.0393
TH04   P      4  0.40000 0.06250    3.120 2019-04-06T15:50:35.280000Z    6.87 183.6 KP201904061550        -21.2388  64.0485  -21.2477  63.9870
RE09   P      2  0.10000 0.25000    3.260 2019-04-06T15:50:35.420000Z    7.17 248.3 KP201904061550        -21.2388  64.0485  -21.3750  64.0247
SKEG   P      2  0.10000 0.25000    3.300 2019-04-06T15:50:35.460000Z    7.24 336.2 KP201904061550        -21.2388  64.0485  -21.2988  64.1079
TH07   P      2  0.10000 0.25000    3.230 2019-04-06T15:50:35.390000Z    7.41 283.9 KP201904061550        -21.2388  64.0485  -21.3861  64.0644
GA02   P      3  0.20000 0.12500    3.360 2019-04-06T15:50:35.520000Z    8.21 309.0 KP201904061550        -21.2388  64.0485  -21.3695  64.0948
HUML   P      3  0.20000 0.12500    3.330 2019-04-06T15:50:35.490000Z    7.74 272.4 KP201904061550        -21.2388  64.0485  -21.3971  64.0513
LA24   P      2  0.10000 0.25000    3.500 2019-04-06T15:50:35.660000Z    8.43 238.2 KP201904061550        -21.2388  64.0485  -21.3854  64.0086
GRAF   P      4  0.40000 0.06250    3.760 2019-04-06T15:50:35.920000Z    9.00 352.9 KP201904061550        -21.2388  64.0485  -21.2617  64.1286
LH40   P      2  0.10000 0.25000    3.900 2019-04-06T15:50:36.060000Z    9.67 106.3 KP201904061550        -21.2388  64.0485  -21.0489  64.0241
GR43   P      3  0.20000 0.12500    3.730 2019-04-06T15:50:35.890000Z    9.59 246.2 KP201904061550        -21.2388  64.0485  -21.4182  64.0137
SVIN   P      2  0.10000 0.25000    4.060 2019-04-06T15:50:36.220000Z   10.35 274.9 KP201904061550        -21.2388  64.0485  -21.4500  64.0562
ME05   P      2  0.10000 0.25000    4.250 2019-04-06T15:50:36.410000Z   11.36 232.0 KP201904061550        -21.2388  64.0485  -21.4216  63.9856
VA41   P      2  0.10000 0.25000    4.490 2019-04-06T15:50:36.650000Z   11.72 287.1 KP201904061550        -21.2388  64.0485  -21.4685  64.0792
LA08   P      4  0.40000 0.06250    4.740 2019-04-06T15:50:36.900000Z   12.96 247.9 KP201904061550        -21.2388  64.0485  -21.4842  64.0046
KA01   P      2  0.10000 0.25000    5.320 2019-04-06T15:50:37.480000Z   14.54 216.1 KP201904061550        -21.2388  64.0485  -21.4136  63.9430
SAN_   P      3  0.20000 0.12500    5.730 2019-04-06T15:50:37.890000Z   16.20 273.1 KP201904061550        -21.2388  64.0485  -21.5701  64.0560
SOL_   P      2  0.10000 0.25000    6.620 2019-04-06T15:50:38.780000Z   19.65 132.5 KP201904061550        -21.2388  64.0485  -20.9436  63.9290
GELA   P      1  0.05000 0.50000    9.080 2019-04-06T15:50:41.240000Z   29.45 295.9 KP201904061550        -21.2388  64.0485  -21.7835  64.1628
NIDU   P      1  0.05000 0.50000    9.090 2019-04-06T15:50:41.250000Z   29.62 299.1 KP201904061550        -21.2388  64.0485  -21.7710  64.1769
KAS_   P      4  0.40000 0.06250    9.800 2019-04-06T15:50:41.960000Z   30.10 264.8 KP201904061550        -21.2388  64.0485  -21.8520  64.0229
SKOL   P      4  0.40000 0.06250    9.890 2019-04-06T15:50:42.050000Z   31.66 293.2 KP201904061550        -21.2388  64.0485  -21.8369  64.1591
VOS_   P      3  0.20000 0.12500   10.020 2019-04-06T15:50:42.180000Z   31.54 226.5 KP201904061550        -21.2388  64.0485  -21.7036  63.8528
VIDE   P      3  0.20000 0.12500    9.990 2019-04-06T15:50:42.150000Z   33.72 294.4 KP201904061550        -21.2388  64.0485  -21.8702  64.1722
OL26   P      1  0.05000 0.50000    1.760 2019-04-08T14:02:49.450000Z    1.66 327.8 KP201904081402        -21.2370  64.0503  -21.2551  64.0629
SK10   P      2  0.10000 0.25000    2.360 2019-04-08T14:02:50.050000Z    3.78 265.1 KP201904081402        -21.2370  64.0503  -21.3142  64.0474
INNS   P      1  0.05000 0.50000    2.540 2019-04-08T14:02:50.230000Z    4.81 295.5 KP201904081402        -21.2370  64.0503  -21.3260  64.0689
UR20   P      2  0.10000 0.25000    2.770 2019-04-08T14:02:50.460000Z    5.06 221.6 KP201904081402        -21.2370  64.0503  -21.3057  64.0163
KA03   P      3  0.20000 0.12500    2.580 2019-04-08T14:02:50.270000Z    4.70  47.3 KP201904081402        -21.2370  64.0503  -21.1662  64.0789
JA25   P      1  0.05000 0.50000    2.660 2019-04-08T14:02:50.350000Z    5.31 258.0 KP201904081402        -21.2370  64.0503  -21.3433  64.0404
NU27   P      3  0.20000 0.12500    2.770 2019-04-08T14:02:50.460000Z    5.45 187.2 KP201904081402        -21.2370  64.0503  -21.2510  64.0018
OH23   P      3  0.20000 0.12500    2.940 2019-04-08T14:02:50.630000Z    6.08 243.6 KP201904081402        -21.2370  64.0503  -21.3483  64.0260
HVH_   P      2  0.10000 0.25000    3.220 2019-04-08T14:02:50.910000Z    6.60 226.8 KP201904081402        -21.2370  64.0503  -21.3354  64.0097
TH21   P      4  0.40000 0.06250    3.160 2019-04-08T14:02:50.850000Z    6.70 259.5 KP201904081402        -21.2370  64.0503  -21.3718  64.0393
TH04   P      2  0.10000 0.25000    3.240 2019-04-08T14:02:50.930000Z    7.08 184.2 KP201904081402        -21.2370  64.0503  -21.2477  63.9870
SKEG   P      2  0.10000 0.25000    3.250 2019-04-08T14:02:50.940000Z    7.09 334.9 KP201904081402        -21.2370  64.0503  -21.2988  64.1079
RE09   P      3  0.20000 0.12500    3.310 2019-04-08T14:02:51.000000Z    7.32 247.1 KP201904081402        -21.2370  64.0503  -21.3750  64.0247
TH07   P      2  0.10000 0.25000    3.230 2019-04-08T14:02:50.920000Z    7.45 282.2 KP201904081402        -21.2370  64.0503  -21.3861  64.0644
NESJ   P      3  0.20000 0.12500    3.400 2019-04-08T14:02:51.090000Z    7.27   0.7 KP201904081402        -21.2370  64.0503  -21.2351  64.1155
GA02   P      2  0.10000 0.25000    3.360 2019-04-08T14:02:51.050000Z    8.15 307.6 KP201904081402        -21.2370  64.0503  -21.3695  64.0948
HUML   P      3  0.20000 0.12500    3.320 2019-04-08T14:02:51.010000Z    7.82 270.9 KP201904081402        -21.2370  64.0503  -21.3971  64.0513
LA24   P      2  0.10000 0.25000    3.550 2019-04-08T14:02:51.240000Z    8.62 237.4 KP201904081402        -21.2370  64.0503  -21.3854  64.0086
GRAF   P      3  0.20000 0.12500    3.730 2019-04-08T14:02:51.420000Z    8.81 352.2 KP201904081402        -21.2370  64.0503  -21.2617  64.1286
OL42   P      3  0.20000 0.12500    3.790 2019-04-08T14:02:51.480000Z    8.74  32.5 KP201904081402        -21.2370  64.0503  -21.1406  64.1164
GR43   P      2  0.10000 0.25000    3.770 2019-04-08T14:02:51.460000Z    9.75 245.3 KP201904081402        -21.2370  64.0503  -21.4182  64.0137
SVIN   P      2  0.10000 0.25000    4.140 2019-04-08T14:02:51.830000Z   10.42 273.7 KP201904081402        -21.2370  64.0503  -21.4500  64.0562
ME05   P      3  0.20000 0.12500    4.360 2019-04-08T14:02:52.050000Z   11.55 231.5 KP201904081402        -21.2370  64.0503  -21.4216  63.9856
BJA_   P      3  0.20000 0.12500    4.650 2019-04-08T14:02:52.340000Z   12.07 195.4 KP201904081402        -21.2370  64.0503  -21.3026  63.9459
VOS_   P      4  0.40000 0.06250   10.250 2019-04-08T14:02:57.940000Z   31.75 226.3 KP201904081402        -21.2370  64.0503  -21.7036  63.8528
VIDE   P      2  0.10000 0.25000   10.080 2019-04-08T14:02:57.770000Z   33.72 294.1 KP201904081402        -21.2370  64.0503  -21.8702  64.1722
GR43   P      2  0.10000 0.25000    1.750 2019-04-11T03:23:47.430000Z    1.17  59.6 KP201904110323        -21.4388  64.0084  -21.4182  64.0137
LA24   P      2  0.10000 0.25000    2.020 2019-04-11T03:23:47.700000Z    2.61  89.5 KP201904110323        -21.4388  64.0084  -21.3854  64.0086
LA08   P      3  0.20000 0.12500    1.990 2019-04-11T03:23:47.670000Z    2.26 259.2 KP201904110323        -21.4388  64.0084  -21.4842  64.0046
ME05   P      2  0.10000 0.25000    2.060 2019-04-11T03:23:47.740000Z    2.68 161.7 KP201904110323        -21.4388  64.0084  -21.4216  63.9856
RE09   P      2  0.10000 0.25000    2.260 2019-04-11T03:23:47.940000Z    3.61  59.8 KP201904110323        -21.4388  64.0084  -21.3750  64.0247
HUML   P      2  0.10000 0.25000    2.700 2019-04-11T03:23:48.380000Z    5.20  23.1 KP201904110323        -21.4388  64.0084  -21.3971  64.0513
SVIN   P      2  0.10000 0.25000    2.750 2019-04-11T03:23:48.430000Z    5.36 354.1 KP201904110323        -21.4388  64.0084  -21.4500  64.0562
UR20   P      2  0.10000 0.25000    3.170 2019-04-11T03:23:48.850000Z    6.57  82.2 KP201904110323        -21.4388  64.0084  -21.3057  64.0163
TH07   P      3  0.20000 0.12500    3.010 2019-04-11T03:23:48.690000Z    6.75  22.4 KP201904110323        -21.4388  64.0084  -21.3861  64.0644
VA41   P      3  0.20000 0.12500    3.380 2019-04-11T03:23:49.060000Z    8.02 349.6 KP201904110323        -21.4388  64.0084  -21.4685  64.0792
EDA_   P      3  0.20000 0.12500    3.420 2019-04-11T03:23:49.100000Z    8.62  16.3 KP201904110323        -21.4388  64.0084  -21.3891  64.0826
INNS   P      2  0.10000 0.25000    3.590 2019-04-11T03:23:49.270000Z    8.71  39.2 KP201904110323        -21.4388  64.0084  -21.3260  64.0689
NU27   P      2  0.10000 0.25000    3.830 2019-04-11T03:23:49.510000Z    9.22  94.5 KP201904110323        -21.4388  64.0084  -21.2510  64.0018
TH04   P      3  0.20000 0.12500    3.980 2019-04-11T03:23:49.660000Z    9.65 104.2 KP201904110323        -21.4388  64.0084  -21.2477  63.9870
GA02   P      2  0.10000 0.25000    3.900 2019-04-11T03:23:49.580000Z   10.21  19.3 KP201904110323        -21.4388  64.0084  -21.3695  64.0948
SOL_   P      3  0.20000 0.12500    8.270 2019-04-11T03:23:53.950000Z   25.82 109.8 KP201904110323        -21.4388  64.0084  -20.9436  63.9290
FA44   P      0  0.02500 1.00000    2.210 2019-04-26T06:51:55.720000Z    1.07 191.1 KP201904260651        -21.2659  64.1108  -21.2701  64.1014
SKEG   P      1  0.05000 0.50000    2.400 2019-04-26T06:51:55.910000Z    1.64 258.6 KP201904260651        -21.2659  64.1108  -21.2988  64.1079
KOLD   P      1  0.05000 0.50000    2.410 2019-04-26T06:51:55.920000Z    2.31 185.0 KP201904260651        -21.2659  64.1108  -21.2700  64.0902
GRAF   P      2  0.10000 0.25000    2.510 2019-04-26T06:51:56.020000Z    1.99   5.9 KP201904260651        -21.2659  64.1108  -21.2617  64.1286
GA02   P      2  0.10000 0.25000    2.860 2019-04-26T06:51:56.370000Z    5.36 250.6 KP201904260651        -21.2659  64.1108  -21.3695  64.0948
OL26   P      2  0.10000 0.25000    2.790 2019-04-26T06:51:56.300000Z    5.37 174.4 KP201904260651        -21.2659  64.1108  -21.2551  64.0629
KA03   P      2  0.10000 0.25000    3.230 2019-04-26T06:51:56.740000Z    6.02 126.1 KP201904260651        -21.2659  64.1108  -21.1662  64.0789
EDA_   P      2  0.10000 0.25000    3.150 2019-04-26T06:51:56.660000Z    6.78 242.4 KP201904260651        -21.2659  64.1108  -21.3891  64.0826
OL42   P      3  0.20000 0.12500    3.160 2019-04-26T06:51:56.670000Z    6.14  84.1 KP201904260651        -21.2659  64.1108  -21.1406  64.1164
SK10   P      2  0.10000 0.25000    3.410 2019-04-26T06:51:56.920000Z    7.45 198.5 KP201904260651        -21.2659  64.1108  -21.3142  64.0474
TH07   P      1  0.05000 0.50000    3.350 2019-04-26T06:51:56.860000Z    7.82 228.6 KP201904260651        -21.2659  64.1108  -21.3861  64.0644
LSKA   P      2  0.10000 0.25000    3.620 2019-04-26T06:51:57.130000Z    8.73 190.9 KP201904260651        -21.2659  64.1108  -21.2996  64.0339
JA25   P      2  0.10000 0.25000    3.760 2019-04-26T06:51:57.270000Z    8.71 205.7 KP201904260651        -21.2659  64.1108  -21.3433  64.0404
TH21   P      2  0.10000 0.25000    4.210 2019-04-26T06:51:57.720000Z    9.50 213.0 KP201904260651        -21.2659  64.1108  -21.3718  64.0393
OH23   P      2  0.10000 0.25000    4.270 2019-04-26T06:51:57.780000Z   10.27 203.1 KP201904260651        -21.2659  64.1108  -21.3483  64.0260
VA41   P      3  0.20000 0.12500    4.200 2019-04-26T06:51:57.710000Z   10.49 250.5 KP201904260651        -21.2659  64.1108  -21.4685  64.0792
UR20   P      3  0.20000 0.12500    4.340 2019-04-26T06:51:57.850000Z   10.71 190.5 KP201904260651        -21.2659  64.1108  -21.3057  64.0163
SVIN   P      2  0.10000 0.25000    4.140 2019-04-26T06:51:57.650000Z   10.85 236.0 KP201904260651        -21.2659  64.1108  -21.4500  64.0562
RE09   P      3  0.20000 0.12500    4.340 2019-04-26T06:51:57.850000Z   10.98 209.1 KP201904260651        -21.2659  64.1108  -21.3750  64.0247
HVH_   P      2  0.10000 0.25000    4.630 2019-04-26T06:51:58.140000Z   11.77 196.8 KP201904260651        -21.2659  64.1108  -21.3354  64.0097
GR43   P      3  0.20000 0.12500    4.730 2019-04-26T06:51:58.240000Z   13.13 214.6 KP201904260651        -21.2659  64.1108  -21.4182  64.0137
TH04   P      2  0.10000 0.25000    4.970 2019-04-26T06:51:58.480000Z   13.83 176.3 KP201904260651        -21.2659  64.1108  -21.2477  63.9870
LH40   P      2  0.10000 0.25000    5.150 2019-04-26T06:51:58.660000Z   14.34 132.3 KP201904260651        -21.2659  64.1108  -21.0489  64.0241
KRIS   P      2  0.10000 0.25000    5.600 2019-04-26T06:51:59.110000Z   15.02 230.1 KP201904260651        -21.2659  64.1108  -21.5015  64.0241
LA08   P      3  0.20000 0.12500    5.580 2019-04-26T06:51:59.090000Z   15.93 222.1 KP201904260651        -21.2659  64.1108  -21.4842  64.0046
SAN_   P      3  0.20000 0.12500    5.620 2019-04-26T06:51:59.130000Z   16.05 247.8 KP201904260651        -21.2659  64.1108  -21.5701  64.0560
SOL_   P      2  0.10000 0.25000    8.090 2019-04-26T06:52:01.600000Z   25.67 142.0 KP201904260651        -21.2659  64.1108  -20.9436  63.9290
NIDU   P      2  0.10000 0.25000    8.050 2019-04-26T06:52:01.560000Z   25.67 286.9 KP201904260651        -21.2659  64.1108  -21.7710  64.1769
GELA   P      1  0.05000 0.50000    8.060 2019-04-26T06:52:01.570000Z   25.86 283.2 KP201904260651        -21.2659  64.1108  -21.7835  64.1628
GELV   P      2  0.10000 0.25000    8.260 2019-04-26T06:52:01.770000Z   27.01 285.2 KP201904260651        -21.2659  64.1108  -21.8018  64.1734
BRIM   P      1  0.05000 0.50000    8.800 2019-04-26T06:52:02.310000Z   29.22 292.4 KP201904260651        -21.2659  64.1108  -21.8224  64.2095
VIDE   P      2  0.10000 0.25000    9.060 2019-04-26T06:52:02.570000Z   30.21 283.4 KP201904260651        -21.2659  64.1108  -21.8702  64.1722
KAS_   P      2  0.10000 0.25000    9.900 2019-04-26T06:52:03.410000Z   30.24 251.4 KP201904260651        -21.2659  64.1108  -21.8520  64.0229
KA03   P      3  0.20000 0.12500    2.280 2019-04-28T22:31:02.280000Z    2.24  14.1 KP201904282231        -21.1774  64.0594  -21.1662  64.0789
BIT6   P      3  0.20000 0.12500    2.460 2019-04-28T22:31:02.460000Z    4.53 254.9 KP201904282231        -21.1774  64.0594  -21.2669  64.0488
KOLD   P      1  0.05000 0.50000    2.870 2019-04-28T22:31:02.870000Z    5.68 307.3 KP201904282231        -21.1774  64.0594  -21.2700  64.0902
LSKA   P      1  0.05000 0.50000    3.060 2019-04-28T22:31:03.060000Z    6.61 244.6 KP201904282231        -21.1774  64.0594  -21.2996  64.0339
SK10   P      1  0.05000 0.50000    3.250 2019-04-28T22:31:03.250000Z    6.81 258.7 KP201904282231        -21.1774  64.0594  -21.3142  64.0474
FA44   P      2  0.10000 0.25000    3.000 2019-04-28T22:31:03.000000Z    6.51 316.0 KP201904282231        -21.1774  64.0594  -21.2701  64.1014
NU27   P      3  0.20000 0.12500    3.350 2019-04-28T22:31:03.350000Z    7.36 209.3 KP201904282231        -21.1774  64.0594  -21.2510  64.0018
NESJ   P      3  0.20000 0.12500    3.290 2019-04-28T22:31:03.290000Z    6.86 335.8 KP201904282231        -21.1774  64.0594  -21.2351  64.1155
