#Stat  Phase QA  err     wgt    traveltime   Picktime                  dist     azi    evID          elon     elat      slon      slat
SK10   P      3  0.20000 0.12500    5.160 2019-01-06T23:12:21.310000Z   14.23 351.6 KP201901062312        -21.2714  63.9211  -21.3142  64.0474
OL26   P      3  0.20000 0.12500    5.360 2019-01-06T23:12:21.510000Z   15.83   2.9 KP201901062312        -21.2714  63.9211  -21.2551  64.0629
LH40   P      4  0.40000 0.06250    5.490 2019-01-06T23:12:21.640000Z   15.83  43.4 KP201901062312        -21.2714  63.9211  -21.0489  64.0241
INNS   P      3  0.20000 0.12500    5.700 2019-01-06T23:12:21.850000Z   16.69 350.8 KP201901062312        -21.2714  63.9211  -21.3260  64.0689
TH07   P      2  0.10000 0.25000    5.740 2019-01-06T23:12:21.890000Z   16.93 340.7 KP201901062312        -21.2714  63.9211  -21.3861  64.0644
KRIS   P      2  0.10000 0.25000    5.810 2019-01-06T23:12:21.960000Z   16.09 315.6 KP201901062312        -21.2714  63.9211  -21.5015  64.0241
SVIN   P      2  0.10000 0.25000    5.920 2019-01-06T23:12:22.070000Z   17.41 329.9 KP201901062312        -21.2714  63.9211  -21.4500  64.0562
KOLD   P      1  0.05000 0.50000    6.200 2019-01-06T23:12:22.350000Z   18.85   0.2 KP201901062312        -21.2714  63.9211  -21.2700  64.0902
EDA_   P      2  0.10000 0.25000    6.170 2019-01-06T23:12:22.320000Z   18.90 342.3 KP201901062312        -21.2714  63.9211  -21.3891  64.0826
SOL_   P      1  0.05000 0.50000    5.640 2019-01-06T23:12:21.790000Z   16.11  86.7 KP201901062312        -21.2714  63.9211  -20.9436  63.9290
GA02   P      2  0.10000 0.25000    6.500 2019-01-06T23:12:22.650000Z   19.95 346.1 KP201901062312        -21.2714  63.9211  -21.3695  64.0948
FA44   P      1  0.05000 0.50000    6.550 2019-01-06T23:12:22.700000Z   20.10   0.2 KP201901062312        -21.2714  63.9211  -21.2701  64.1014
VA41   P      2  0.10000 0.25000    6.620 2019-01-06T23:12:22.770000Z   20.09 331.4 KP201901062312        -21.2714  63.9211  -21.4685  64.0792
SKEG   P      2  0.10000 0.25000    6.910 2019-01-06T23:12:23.060000Z   20.87 356.3 KP201901062312        -21.2714  63.9211  -21.2988  64.1079
NESJ   P      3  0.20000 0.12500    7.230 2019-01-06T23:12:23.380000Z   21.74   4.7 KP201901062312        -21.2714  63.9211  -21.2351  64.1155
SAN_   P      2  0.10000 0.25000    7.000 2019-01-06T23:12:23.150000Z   20.97 315.9 KP201901062312        -21.2714  63.9211  -21.5701  64.0560
GRAF   P      3  0.20000 0.12500    7.560 2019-01-06T23:12:23.710000Z   23.14   1.2 KP201901062312        -21.2714  63.9211  -21.2617  64.1286
VOS_   P      3  0.20000 0.12500    7.780 2019-01-06T23:12:23.930000Z   22.56 250.5 KP201901062312        -21.2714  63.9211  -21.7036  63.8528
KAS_   P      3  0.20000 0.12500   10.010 2019-01-06T23:12:26.160000Z   30.62 292.0 KP201901062312        -21.2714  63.9211  -21.8520  64.0229
OL26   P      2  0.10000 0.25000    2.210 2019-01-18T08:37:28.530000Z    3.44 299.5 KP201901180837        -21.1937  64.0477  -21.2551  64.0629
LSKA   P      1  0.05000 0.50000    2.770 2019-01-18T08:37:29.090000Z    5.40 253.5 KP201901180837        -21.1937  64.0477  -21.2996  64.0339
SK10   P      1  0.05000 0.50000    3.000 2019-01-18T08:37:29.320000Z    5.89 269.7 KP201901180837        -21.1937  64.0477  -21.3142  64.0474
INNS   P      1  0.05000 0.50000    3.120 2019-01-18T08:37:29.440000Z    6.88 290.2 KP201901180837        -21.1937  64.0477  -21.3260  64.0689
FA44   P      2  0.10000 0.25000    3.100 2019-01-18T08:37:29.420000Z    7.05 328.1 KP201901180837        -21.1937  64.0477  -21.2701  64.1014
LH40   P      1  0.05000 0.50000    3.320 2019-01-18T08:37:29.640000Z    7.55 110.3 KP201901180837        -21.1937  64.0477  -21.0489  64.0241
NESJ   P      3  0.20000 0.12500    3.680 2019-01-18T08:37:30.000000Z    7.82 345.1 KP201901180837        -21.1937  64.0477  -21.2351  64.1155
RE09   P      2  0.10000 0.25000    3.830 2019-01-18T08:37:30.150000Z    9.22 253.9 KP201901180837        -21.1937  64.0477  -21.3750  64.0247
TH07   P      2  0.10000 0.25000    3.780 2019-01-18T08:37:30.100000Z    9.58 281.3 KP201901180837        -21.1937  64.0477  -21.3861  64.0644
GRAF   P      2  0.10000 0.25000    3.960 2019-01-18T08:37:30.280000Z    9.61 339.8 KP201901180837        -21.1937  64.0477  -21.2617  64.1286
HUML   P      2  0.10000 0.25000    3.890 2019-01-18T08:37:30.210000Z    9.94 272.4 KP201901180837        -21.1937  64.0477  -21.3971  64.0513
LA24   P      2  0.10000 0.25000    4.050 2019-01-18T08:37:30.370000Z   10.33 245.1 KP201901180837        -21.1937  64.0477  -21.3854  64.0086
GR43   P      3  0.20000 0.12500    4.290 2019-01-18T08:37:30.610000Z   11.61 251.0 KP201901180837        -21.1937  64.0477  -21.4182  64.0137
SVIN   P      2  0.10000 0.25000    4.600 2019-01-18T08:37:30.920000Z   12.55 274.4 KP201901180837        -21.1937  64.0477  -21.4500  64.0562
ME05   P      2  0.10000 0.25000    4.730 2019-01-18T08:37:31.050000Z   13.12 238.3 KP201901180837        -21.1937  64.0477  -21.4216  63.9856
VA41   P      2  0.10000 0.25000    4.960 2019-01-18T08:37:31.280000Z   13.87 284.8 KP201901180837        -21.1937  64.0477  -21.4685  64.0792
BL22   P      2  0.10000 0.25000    5.070 2019-01-18T08:37:31.390000Z   13.79 266.9 KP201901180837        -21.1937  64.0477  -21.4756  64.0407
KA01   P      2  0.10000 0.25000    5.640 2019-01-18T08:37:31.960000Z   15.88 222.8 KP201901180837        -21.1937  64.0477  -21.4136  63.9430
SAN_   P      3  0.20000 0.12500    6.270 2019-01-18T08:37:32.590000Z   18.41 273.1 KP201901180837        -21.1937  64.0477  -21.5701  64.0560
SOL_   P      2  0.10000 0.25000    6.170 2019-01-18T08:37:32.490000Z   18.03 137.1 KP201901180837        -21.1937  64.0477  -20.9436  63.9290
BIT6   P      1  0.05000 0.50000    2.690 2019-01-22T03:31:35.160000Z    4.45 245.3 KP201901220331        -21.1842  64.0655  -21.2669  64.0488
KOLD   P      1  0.05000 0.50000    2.790 2019-01-22T03:31:35.260000Z    5.01 303.4 KP201901220331        -21.1842  64.0655  -21.2700  64.0902
SK10   P      1  0.05000 0.50000    3.320 2019-01-22T03:31:35.790000Z    6.66 252.4 KP201901220331        -21.1842  64.0655  -21.3142  64.0474
INNS   P      2  0.10000 0.25000    3.170 2019-01-22T03:31:35.640000Z    6.93 273.2 KP201901220331        -21.1842  64.0655  -21.3260  64.0689
NESJ   P      2  0.10000 0.25000    3.140 2019-01-22T03:31:35.610000Z    6.10 336.0 KP201901220331        -21.1842  64.0655  -21.2351  64.1155
SKEG   P      2  0.10000 0.25000    3.510 2019-01-22T03:31:35.980000Z    7.32 310.3 KP201901220331        -21.1842  64.0655  -21.2988  64.1079
OL42   P      3  0.20000 0.12500    3.210 2019-01-22T03:31:35.680000Z    6.06  20.5 KP201901220331        -21.1842  64.0655  -21.1406  64.1164
JA25   P      3  0.20000 0.12500    3.540 2019-01-22T03:31:36.010000Z    8.26 250.3 KP201901220331        -21.1842  64.0655  -21.3433  64.0404
GRAF   P      2  0.10000 0.25000    3.630 2019-01-22T03:31:36.100000Z    7.99 331.8 KP201901220331        -21.1842  64.0655  -21.2617  64.1286
OH23   P      2  0.10000 0.25000    3.920 2019-01-22T03:31:36.390000Z    9.15 241.3 KP201901220331        -21.1842  64.0655  -21.3483  64.0260
LH40   P      2  0.10000 0.25000    3.550 2019-01-22T03:31:36.020000Z    8.06 124.9 KP201901220331        -21.1842  64.0655  -21.0489  64.0241
GA02   P      2  0.10000 0.25000    3.840 2019-01-22T03:31:36.310000Z    9.61 289.9 KP201901220331        -21.1842  64.0655  -21.3695  64.0948
TH04   P      2  0.10000 0.25000    3.800 2019-01-22T03:31:36.270000Z    9.29 199.6 KP201901220331        -21.1842  64.0655  -21.2477  63.9870
HVH_   P      2  0.10000 0.25000    4.090 2019-01-22T03:31:36.560000Z    9.66 230.0 KP201901220331        -21.1842  64.0655  -21.3354  64.0097
TH07   P      2  0.10000 0.25000    3.900 2019-01-22T03:31:36.370000Z    9.86 269.4 KP201901220331        -21.1842  64.0655  -21.3861  64.0644
EDA_   P      3  0.20000 0.12500    3.940 2019-01-22T03:31:36.410000Z   10.18 280.9 KP201901220331        -21.1842  64.0655  -21.3891  64.0826
RE09   P      2  0.10000 0.25000    4.170 2019-01-22T03:31:36.640000Z   10.37 244.1 KP201901220331        -21.1842  64.0655  -21.3750  64.0247
LA24   P      2  0.10000 0.25000    4.410 2019-01-22T03:31:36.880000Z   11.70 237.3 KP201901220331        -21.1842  64.0655  -21.3854  64.0086
GR43   P      2  0.10000 0.25000    4.660 2019-01-22T03:31:37.130000Z   12.81 243.3 KP201901220331        -21.1842  64.0655  -21.4182  64.0137
VA41   P      2  0.10000 0.25000    5.040 2019-01-22T03:31:37.510000Z   13.96 276.4 KP201901220331        -21.1842  64.0655  -21.4685  64.0792
ME05   P      2  0.10000 0.25000    5.130 2019-01-22T03:31:37.600000Z   14.63 232.6 KP201901220331        -21.1842  64.0655  -21.4216  63.9856
SOL_   P      2  0.10000 0.25000    6.490 2019-01-22T03:31:38.960000Z   19.24 142.2 KP201901220331        -21.1842  64.0655  -20.9436  63.9290
HUML   P      2  0.10000 0.25000    1.130 2019-01-31T20:34:03.680000Z    0.44 323.5 KP201901312034        -21.3917  64.0481  -21.3971  64.0513
TH07   P      1  0.05000 0.50000    1.560 2019-01-31T20:34:04.110000Z    1.84   8.6 KP201901312034        -21.3917  64.0481  -21.3861  64.0644
TH21   P      1  0.05000 0.50000    1.670 2019-01-31T20:34:04.220000Z    1.38 135.2 KP201901312034        -21.3917  64.0481  -21.3718  64.0393
JA25   P      0  0.02500 1.00000    1.790 2019-01-31T20:34:04.340000Z    2.52 109.9 KP201901312034        -21.3917  64.0481  -21.3433  64.0404
SVIN   P      2  0.10000 0.25000    1.910 2019-01-31T20:34:04.460000Z    2.99 287.6 KP201901312034        -21.3917  64.0481  -21.4500  64.0562
RE09   P      2  0.10000 0.25000    1.940 2019-01-31T20:34:04.490000Z    2.73 162.6 KP201901312034        -21.3917  64.0481  -21.3750  64.0247
EDA_   P      2  0.10000 0.25000    2.120 2019-01-31T20:34:04.670000Z    3.85   1.9 KP201901312034        -21.3917  64.0481  -21.3891  64.0826
SK10   P      1  0.05000 0.50000    2.170 2019-01-31T20:34:04.720000Z    3.79  91.1 KP201901312034        -21.3917  64.0481  -21.3142  64.0474
INNS   P      2  0.10000 0.25000    2.160 2019-01-31T20:34:04.710000Z    3.96  54.1 KP201901312034        -21.3917  64.0481  -21.3260  64.0689
GR43   P      2  0.10000 0.25000    2.210 2019-01-31T20:34:04.760000Z    4.05 198.7 KP201901312034        -21.3917  64.0481  -21.4182  64.0137
LSKA   P      1  0.05000 0.50000    2.480 2019-01-31T20:34:05.030000Z    4.77 109.3 KP201901312034        -21.3917  64.0481  -21.2996  64.0339
GA02   P      2  0.10000 0.25000    2.560 2019-01-31T20:34:05.110000Z    5.32  11.7 KP201901312034        -21.3917  64.0481  -21.3695  64.0948
UR20   P      2  0.10000 0.25000    2.820 2019-01-31T20:34:05.370000Z    5.50 130.1 KP201901312034        -21.3917  64.0481  -21.3057  64.0163
BIT6   P      2  0.10000 0.25000    2.830 2019-01-31T20:34:05.380000Z    6.10  89.2 KP201901312034        -21.3917  64.0481  -21.2669  64.0488
KRIS   P      2  0.10000 0.25000    3.050 2019-01-31T20:34:05.600000Z    6.00 243.5 KP201901312034        -21.3917  64.0481  -21.5015  64.0241
OL26   P      2  0.10000 0.25000    3.020 2019-01-31T20:34:05.570000Z    6.87  76.0 KP201901312034        -21.3917  64.0481  -21.2551  64.0629
ME05   P      2  0.10000 0.25000    3.260 2019-01-31T20:34:05.810000Z    7.12 191.9 KP201901312034        -21.3917  64.0481  -21.4216  63.9856
FA44   P      3  0.20000 0.12500    3.430 2019-01-31T20:34:05.980000Z    8.40  44.9 KP201901312034        -21.3917  64.0481  -21.2701  64.1014
SAN_   P      2  0.10000 0.25000    3.810 2019-01-31T20:34:06.360000Z    8.76 275.9 KP201901312034        -21.3917  64.0481  -21.5701  64.0560
NESJ   P      2  0.10000 0.25000    4.610 2019-01-31T20:34:07.160000Z   10.72  45.4 KP201901312034        -21.3917  64.0481  -21.2351  64.1155
KA01   P      2  0.10000 0.25000    4.680 2019-01-31T20:34:07.230000Z   11.77 185.2 KP201901312034        -21.3917  64.0481  -21.4136  63.9430
BJA_   P      2  0.10000 0.25000    4.800 2019-01-31T20:34:07.350000Z   12.20 159.0 KP201901312034        -21.3917  64.0481  -21.3026  63.9459
LH40   P      3  0.20000 0.12500    5.920 2019-01-31T20:34:08.470000Z   16.96  98.9 KP201901312034        -21.3917  64.0481  -21.0489  64.0241
HEI_   P      3  0.20000 0.12500    6.900 2019-01-31T20:34:09.450000Z   18.53  24.1 KP201901312034        -21.3917  64.0481  -21.2360  64.1998
KAS_   P      3  0.20000 0.12500    8.200 2019-01-31T20:34:10.750000Z   22.67 263.1 KP201901312034        -21.3917  64.0481  -21.8520  64.0229
SOL_   P      1  0.05000 0.50000    8.430 2019-01-31T20:34:10.980000Z   25.64 121.0 KP201901312034        -21.3917  64.0481  -20.9436  63.9290
VOS_   P      3  0.20000 0.12500    9.200 2019-01-31T20:34:11.750000Z   26.60 215.2 KP201901312034        -21.3917  64.0481  -21.7036  63.8528
HUML   P      0  0.02500 1.00000    1.250 2019-02-03T19:40:36.150000Z    0.29 314.4 KP201902031940        -21.3929  64.0495  -21.3971  64.0513
TH07   P      1  0.05000 0.50000    1.520 2019-02-03T19:40:36.420000Z    1.69  11.3 KP201902031940        -21.3929  64.0495  -21.3861  64.0644
TH21   P      1  0.05000 0.50000    1.660 2019-02-03T19:40:36.560000Z    1.53 137.8 KP201902031940        -21.3929  64.0495  -21.3718  64.0393
JA25   P      0  0.02500 1.00000    1.850 2019-02-03T19:40:36.750000Z    2.63 112.7 KP201902031940        -21.3929  64.0495  -21.3433  64.0404
SVIN   P      2  0.10000 0.25000    1.850 2019-02-03T19:40:36.750000Z    2.89 285.0 KP201902031940        -21.3929  64.0495  -21.4500  64.0562
RE09   P      2  0.10000 0.25000    1.990 2019-02-03T19:40:36.890000Z    2.90 162.4 KP201902031940        -21.3929  64.0495  -21.3750  64.0247
EDA_   P      2  0.10000 0.25000    2.080 2019-02-03T19:40:36.980000Z    3.69   2.9 KP201902031940        -21.3929  64.0495  -21.3891  64.0826
OH23   P      2  0.10000 0.25000    2.130 2019-02-03T19:40:37.030000Z    3.41 140.2 KP201902031940        -21.3929  64.0495  -21.3483  64.0260
INNS   P      2  0.10000 0.25000    2.170 2019-02-03T19:40:37.070000Z    3.92  56.5 KP201902031940        -21.3929  64.0495  -21.3260  64.0689
SK10   P      2  0.10000 0.25000    2.210 2019-02-03T19:40:37.110000Z    3.85  93.4 KP201902031940        -21.3929  64.0495  -21.3142  64.0474
GR43   P      1  0.05000 0.50000    2.250 2019-02-03T19:40:37.150000Z    4.18 197.2 KP201902031940        -21.3929  64.0495  -21.4182  64.0137
VA41   P      2  0.10000 0.25000    2.480 2019-02-03T19:40:37.380000Z    4.96 311.9 KP201902031940        -21.3929  64.0495  -21.4685  64.0792
LSKA   P      1  0.05000 0.50000    2.510 2019-02-03T19:40:37.410000Z    4.88 110.8 KP201902031940        -21.3929  64.0495  -21.2996  64.0339
GA02   P      1  0.05000 0.50000    2.530 2019-02-03T19:40:37.430000Z    5.18  12.7 KP201902031940        -21.3929  64.0495  -21.3695  64.0948
HVH_   P      1  0.05000 0.50000    2.700 2019-02-03T19:40:37.600000Z    5.25 147.6 KP201902031940        -21.3929  64.0495  -21.3354  64.0097
UR20   P      2  0.10000 0.25000    2.820 2019-02-03T19:40:37.720000Z    5.64 130.9 KP201902031940        -21.3929  64.0495  -21.3057  64.0163
LA08   P      2  0.10000 0.25000    3.140 2019-02-03T19:40:38.040000Z    6.71 221.8 KP201902031940        -21.3929  64.0495  -21.4842  64.0046
KOLD   P      2  0.10000 0.25000    3.240 2019-02-03T19:40:38.140000Z    7.52  52.8 KP201902031940        -21.3929  64.0495  -21.2700  64.0902
ME05   P      1  0.05000 0.50000    3.280 2019-02-03T19:40:38.180000Z    7.26 191.2 KP201902031940        -21.3929  64.0495  -21.4216  63.9856
FA44   P      1  0.05000 0.50000    3.490 2019-02-03T19:40:38.390000Z    8.33  46.0 KP201902031940        -21.3929  64.0495  -21.2701  64.1014
SAN_   P      3  0.20000 0.12500    3.720 2019-02-03T19:40:38.620000Z    8.68 274.9 KP201902031940        -21.3929  64.0495  -21.5701  64.0560
NU27   P      3  0.20000 0.12500    3.880 2019-02-03T19:40:38.780000Z    8.74 127.4 KP201902031940        -21.3929  64.0495  -21.2510  64.0018
TH04   P      2  0.10000 0.25000    4.100 2019-02-03T19:40:39.000000Z    9.95 134.4 KP201902031940        -21.3929  64.0495  -21.2477  63.9870
GRAF   P      2  0.10000 0.25000    4.440 2019-02-03T19:40:39.340000Z   10.90  35.9 KP201902031940        -21.3929  64.0495  -21.2617  64.1286
KA01   P      2  0.10000 0.25000    4.680 2019-02-03T19:40:39.580000Z   11.92 184.9 KP201902031940        -21.3929  64.0495  -21.4136  63.9430
LH40   P      2  0.10000 0.25000    5.950 2019-02-03T19:40:40.850000Z   17.05  99.4 KP201902031940        -21.3929  64.0495  -21.0489  64.0241
HEI_   P      4  0.40000 0.06250    6.670 2019-02-03T19:40:41.570000Z   18.42  24.5 KP201902031940        -21.3929  64.0495  -21.2360  64.1998
SOL_   P      1  0.05000 0.50000    8.400 2019-02-03T19:40:43.300000Z   25.77 121.2 KP201902031940        -21.3929  64.0495  -20.9436  63.9290
HUML   P      1  0.05000 0.50000    1.260 2019-02-03T19:42:04.850000Z    0.22 301.0 KP201902031942        -21.3933  64.0503  -21.3971  64.0513
TH07   P      1  0.05000 0.50000    1.520 2019-02-03T19:42:05.110000Z    1.61  12.6 KP201902031942        -21.3933  64.0503  -21.3861  64.0644
JA25   P      0  0.02500 1.00000    1.860 2019-02-03T19:42:05.450000Z    2.68 114.3 KP201902031942        -21.3933  64.0503  -21.3433  64.0404
SVIN   P      2  0.10000 0.25000    1.870 2019-02-03T19:42:05.460000Z    2.85 283.4 KP201902031942        -21.3933  64.0503  -21.4500  64.0562
RE09   P      1  0.05000 0.50000    2.050 2019-02-03T19:42:05.640000Z    2.99 162.6 KP201902031942        -21.3933  64.0503  -21.3750  64.0247
EDA_   P      3  0.20000 0.12500    2.080 2019-02-03T19:42:05.670000Z    3.61   3.3 KP201902031942        -21.3933  64.0503  -21.3891  64.0826
OH23   P      2  0.10000 0.25000    2.140 2019-02-03T19:42:05.730000Z    3.49 140.9 KP201902031942        -21.3933  64.0503  -21.3483  64.0260
INNS   P      1  0.05000 0.50000    2.170 2019-02-03T19:42:05.760000Z    3.89  57.7 KP201902031942        -21.3933  64.0503  -21.3260  64.0689
SK10   P      1  0.05000 0.50000    2.210 2019-02-03T19:42:05.800000Z    3.88  94.7 KP201902031942        -21.3933  64.0503  -21.3142  64.0474
BL22   P      1  0.05000 0.50000    2.370 2019-02-03T19:42:05.960000Z    4.16 255.1 KP201902031942        -21.3933  64.0503  -21.4756  64.0407
GR43   P      2  0.10000 0.25000    2.240 2019-02-03T19:42:05.830000Z    4.26 196.6 KP201902031942        -21.3933  64.0503  -21.4182  64.0137
VA41   P      2  0.10000 0.25000    2.480 2019-02-03T19:42:06.070000Z    4.88 311.3 KP201902031942        -21.3933  64.0503  -21.4685  64.0792
LSKA   P      1  0.05000 0.50000    2.510 2019-02-03T19:42:06.100000Z    4.93 111.7 KP201902031942        -21.3933  64.0503  -21.2996  64.0339
LA24   P      1  0.05000 0.50000    2.450 2019-02-03T19:42:06.040000Z    4.66 175.2 KP201902031942        -21.3933  64.0503  -21.3854  64.0086
GA02   P      2  0.10000 0.25000    2.520 2019-02-03T19:42:06.110000Z    5.09  13.2 KP201902031942        -21.3933  64.0503  -21.3695  64.0948
UR20   P      2  0.10000 0.25000    2.830 2019-02-03T19:42:06.420000Z    5.72 131.5 KP201902031942        -21.3933  64.0503  -21.3057  64.0163
BIT6   P      2  0.10000 0.25000    2.830 2019-02-03T19:42:06.420000Z    6.18  91.5 KP201902031942        -21.3933  64.0503  -21.2669  64.0488
OL26   P      2  0.10000 0.25000    2.980 2019-02-03T19:42:06.570000Z    6.89  78.2 KP201902031942        -21.3933  64.0503  -21.2551  64.0629
LA08   P      2  0.10000 0.25000    3.180 2019-02-03T19:42:06.770000Z    6.76 221.1 KP201902031942        -21.3933  64.0503  -21.4842  64.0046
KOLD   P      3  0.20000 0.12500    3.200 2019-02-03T19:42:06.790000Z    7.48  53.5 KP201902031942        -21.3933  64.0503  -21.2700  64.0902
ME05   P      1  0.05000 0.50000    3.270 2019-02-03T19:42:06.860000Z    7.34 190.9 KP201902031942        -21.3933  64.0503  -21.4216  63.9856
FA44   P      1  0.05000 0.50000    3.490 2019-02-03T19:42:07.080000Z    8.28  46.5 KP201902031942        -21.3933  64.0503  -21.2701  64.1014
SAN_   P      2  0.10000 0.25000    3.750 2019-02-03T19:42:07.340000Z    8.66 274.3 KP201902031942        -21.3933  64.0503  -21.5701  64.0560
TH04   P      3  0.20000 0.12500    4.100 2019-02-03T19:42:07.690000Z   10.02 134.7 KP201902031942        -21.3933  64.0503  -21.2477  63.9870
GRAF   P      2  0.10000 0.25000    4.440 2019-02-03T19:42:08.030000Z   10.83  36.3 KP201902031942        -21.3933  64.0503  -21.2617  64.1286
LH40   P      3  0.20000 0.12500    5.930 2019-02-03T19:42:09.520000Z   17.08  99.7 KP201902031942        -21.3933  64.0503  -21.0489  64.0241
HEI_   P      4  0.40000 0.06250    6.730 2019-02-03T19:42:10.320000Z   18.34  24.6 KP201902031942        -21.3933  64.0503  -21.2360  64.1998
SOL_   P      1  0.05000 0.50000    8.410 2019-02-03T19:42:12.000000Z   25.83 121.4 KP201902031942        -21.3933  64.0503  -20.9436  63.9290
HUML   P      0  0.02500 1.00000    1.260 2019-02-03T19:43:06.090000Z    0.28 313.4 KP201902031943        -21.3930  64.0496  -21.3971  64.0513
TH07   P      2  0.10000 0.25000    1.520 2019-02-03T19:43:06.350000Z    1.68  11.5 KP201902031943        -21.3930  64.0496  -21.3861  64.0644
TH21   P      1  0.05000 0.50000    1.790 2019-02-03T19:43:06.620000Z    1.55 137.9 KP201902031943        -21.3930  64.0496  -21.3718  64.0393
JA25   P      2  0.10000 0.25000    1.860 2019-02-03T19:43:06.690000Z    2.64 112.9 KP201902031943        -21.3930  64.0496  -21.3433  64.0404
SVIN   P      1  0.05000 0.50000    1.870 2019-02-03T19:43:06.700000Z    2.88 284.8 KP201902031943        -21.3930  64.0496  -21.4500  64.0562
RE09   P      2  0.10000 0.25000    1.990 2019-02-03T19:43:06.820000Z    2.91 162.4 KP201902031943        -21.3930  64.0496  -21.3750  64.0247
EDA_   P      2  0.10000 0.25000    2.070 2019-02-03T19:43:06.900000Z    3.68   3.0 KP201902031943        -21.3930  64.0496  -21.3891  64.0826
INNS   P      1  0.05000 0.50000    2.160 2019-02-03T19:43:06.990000Z    3.92  56.6 KP201902031943        -21.3930  64.0496  -21.3260  64.0689
SK10   P      0  0.02500 1.00000    2.200 2019-02-03T19:43:07.030000Z    3.86  93.6 KP201902031943        -21.3930  64.0496  -21.3142  64.0474
GR43   P      1  0.05000 0.50000    2.230 2019-02-03T19:43:07.060000Z    4.19 197.1 KP201902031943        -21.3930  64.0496  -21.4182  64.0137
VA41   P      2  0.10000 0.25000    2.500 2019-02-03T19:43:07.330000Z    4.95 311.9 KP201902031943        -21.3930  64.0496  -21.4685  64.0792
LSKA   P      1  0.05000 0.50000    2.500 2019-02-03T19:43:07.330000Z    4.89 110.9 KP201902031943        -21.3930  64.0496  -21.2996  64.0339
GA02   P      1  0.05000 0.50000    2.580 2019-02-03T19:43:07.410000Z    5.17  12.8 KP201902031943        -21.3930  64.0496  -21.3695  64.0948
HVH_   P      3  0.20000 0.12500    2.810 2019-02-03T19:43:07.640000Z    5.26 147.6 KP201902031943        -21.3930  64.0496  -21.3354  64.0097
UR20   P      2  0.10000 0.25000    2.900 2019-02-03T19:43:07.730000Z    5.66 131.0 KP201902031943        -21.3930  64.0496  -21.3057  64.0163
BIT6   P      2  0.10000 0.25000    2.840 2019-02-03T19:43:07.670000Z    6.16  90.8 KP201902031943        -21.3930  64.0496  -21.2669  64.0488
OL26   P      2  0.10000 0.25000    3.010 2019-02-03T19:43:07.840000Z    6.90  77.5 KP201902031943        -21.3930  64.0496  -21.2551  64.0629
LA08   P      2  0.10000 0.25000    3.130 2019-02-03T19:43:07.960000Z    6.71 221.7 KP201902031943        -21.3930  64.0496  -21.4842  64.0046
ME05   P      1  0.05000 0.50000    3.260 2019-02-03T19:43:08.090000Z    7.27 191.1 KP201902031943        -21.3930  64.0496  -21.4216  63.9856
SAN_   P      2  0.10000 0.25000    3.800 2019-02-03T19:43:08.630000Z    8.68 274.8 KP201902031943        -21.3930  64.0496  -21.5701  64.0560
NU27   P      2  0.10000 0.25000    3.870 2019-02-03T19:43:08.700000Z    8.75 127.4 KP201902031943        -21.3930  64.0496  -21.2510  64.0018
NESJ   P      2  0.10000 0.25000    4.500 2019-02-03T19:43:09.330000Z   10.64  46.3 KP201902031943        -21.3930  64.0496  -21.2351  64.1155
KA01   P      2  0.10000 0.25000    4.670 2019-02-03T19:43:09.500000Z   11.93 184.9 KP201902031943        -21.3930  64.0496  -21.4136  63.9430
LH40   P      2  0.10000 0.25000    5.910 2019-02-03T19:43:10.740000Z   17.05  99.4 KP201902031943        -21.3930  64.0496  -21.0489  64.0241
HEI_   P      4  0.40000 0.06250    6.650 2019-02-03T19:43:11.480000Z   18.41  24.5 KP201902031943        -21.3930  64.0496  -21.2360  64.1998
HUML   P      1  0.05000 0.50000    1.220 2019-02-03T20:02:21.400000Z    0.34 291.1 KP201902032002        -21.3906  64.0502  -21.3971  64.0513
TH07   P      1  0.05000 0.50000    1.510 2019-02-03T20:02:21.690000Z    1.60   7.9 KP201902032002        -21.3906  64.0502  -21.3861  64.0644
TH21   P      2  0.10000 0.25000    1.700 2019-02-03T20:02:21.880000Z    1.52 142.9 KP201902032002        -21.3906  64.0502  -21.3718  64.0393
JA25   P      1  0.05000 0.50000    1.790 2019-02-03T20:02:21.970000Z    2.56 115.3 KP201902032002        -21.3906  64.0502  -21.3433  64.0404
SVIN   P      2  0.10000 0.25000    1.890 2019-02-03T20:02:22.070000Z    2.98 283.0 KP201902032002        -21.3906  64.0502  -21.4500  64.0562
RE09   P      1  0.05000 0.50000    2.050 2019-02-03T20:02:22.230000Z    2.94 165.0 KP201902032002        -21.3906  64.0502  -21.3750  64.0247
EDA_   P      2  0.10000 0.25000    2.120 2019-02-03T20:02:22.300000Z    3.61   1.2 KP201902032002        -21.3906  64.0502  -21.3891  64.0826
OH23   P      2  0.10000 0.25000    2.130 2019-02-03T20:02:22.310000Z    3.40 142.5 KP201902032002        -21.3906  64.0502  -21.3483  64.0260
INNS   P      1  0.05000 0.50000    2.160 2019-02-03T20:02:22.340000Z    3.78  56.5 KP201902032002        -21.3906  64.0502  -21.3260  64.0689
SK10   P      2  0.10000 0.25000    2.200 2019-02-03T20:02:22.380000Z    3.74  94.7 KP201902032002        -21.3906  64.0502  -21.3142  64.0474
GR43   P      2  0.10000 0.25000    2.250 2019-02-03T20:02:22.430000Z    4.29 198.4 KP201902032002        -21.3906  64.0502  -21.4182  64.0137
